ANNEE;NOM_MAT;TYPE;STATUT;FI_ET;FI_EJ;COM;NOMCOM;CPO;ADRESSE;LIT_OBS;SALTRAV;ACCTOT
2017;HOPITAL PRIVE ARRAS LES BONNETTES;1;PRIVE LUCRATIF;620100099;620014779;62041;ARRAS;62012;2 R DU DOCTEUR FORGEOIS;21;4;914
2014;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;1;PUBLIC;630000420;630781003;63178;ISSOIRE;63503;13 R DU DR SAUVAT;17;2;644
2015;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;1;PUBLIC;630000420;630781003;63178;ISSOIRE;63503;13 R DU DR SAUVAT;18;2;625
2014;CLINIQUE -LES EAUX CLAIRES-;1;PRIVE LUCRATIF;970107249;970100731;9A103;BAIE-MAHAULT;97122;;38;4;1221
2015;CENTRE DE SANTE MARTINIQUAIS;1;PRIVE LUCRATIF;970202321;970210423;9B229;SCHOELCHER;97233;RTE DE CLUNY;24;0;505
2022;CHU DE MARTINIQUE SITE DE TRINITE;1;PUBLIC;970211223;970211207;9B230;TRINITE;97220;;13;3;434
2016;CLINIQUE -VERONIQUE-;1;PRIVE LUCRATIF;970302055;970303285;9C302;CAYENNE;97300;1453 RTE DE BADUEL;30;2;301
2020;CENTRE HOSPITALIER INTERCOM DE KOUROU;2a;PUBLIC;970305637;970305629;9C304;KOUROU;97387;AV LEOPOLD HEDER;18;3;659
2016;GHER (SAINT-BENOIT);2a;PUBLIC;970400073;970403606;9D410;SAINT-BENOIT;97470;30 RTE RN 3;26;5;1409
2021;CLINIQUE JEANNE D'ARC;2a;PRIVE LUCRATIF;970462024;970400255;9D407;PORT;97420;R ALSACE LORRAINE;32;3;924
2017;CH GENERAL DE GONESSE;2b;PUBLIC;950000331;950110049;95277;GONESSE;95503;2 BD DU 19 MARS 1962;45;6;2744
2023;CH NOVO SITE RENE DUBOS;3;PUBLIC;950000364;950110080;95500;PONTOISE;95300;6 AV DE L ILE DE FRANCE;81;8;4076
2019;HOPITAL PRIVE NORD PARISIEN;2a;PRIVE LUCRATIF;950300277;950000547;95585;SARCELLES;95200;3 BD DE LATTRE DE TASSIGNY;32;4;1404
2015;C. H. DE MARIGOT;2b;PUBLIC;970100400;970100186;9A127;SAINT-MARTIN;97150;SPRING - CONCORDIA;17;3;717
2015;CLINIQUE -LES EAUX CLAIRES-;1;PRIVE LUCRATIF;970107249;970100731;9A103;BAIE-MAHAULT;97122;;26;4;1083
2018;CLINIQUE SAINT PAUL;1;PRIVE LUCRATIF;970202313;970200168;9B209;FORT-DE-FRANCE;97200;4 R DES HIBISCUS;18;3;913
2015;CHU DE MARTINIQUE SITE DE TRINITE;1;PUBLIC;970211223;970211207;9B230;LA TRINITE;97261;;20;3;488
2019;CHU DE MARTINIQUE SITE DE TRINITE;1;PUBLIC;970211223;970211207;9B230;LA TRINITE;97220;;16;3;464
2021;CENTRE HOSPITALIER -FRANCK-JOLY-;2b;PUBLIC;970300083;970302121;9C311;SAINT LAURENT DU MARONI;97320;1465 BD DE LA LIBERTE;57;6;3319
2013;CLINIQUE DURIEUX;1;PRIVE LUCRATIF;970462073;970400271;9D422;LE TAMPON;97430;100 R DE FRANCE;21;3;994
2020;CH DE FLEYRIAT;2b;PUBLIC;010000024;010780054;01451;VIRIAT;01440;900 RTE DE PARIS;35;5;1946
2014;CH DOCTEUR RECAMIER BELLEY;1;PUBLIC;010000032;010780062;01034;BELLEY;01300;52 RUE Georges Girerd;12;2;469
2015;CH DU HAUT BUGEY SITE GEOVREISSET;1;PUBLIC;010005239;010008407;01283;OYONNAX;01117;1 RTE DE VEYZIAT;21;3;637
2019;CH DU HAUT BUGEY - GEOVREISSET;1;PUBLIC;010005239;010008407;01283;OYONNAX;01117;1 ROUTE DE VEYZIAT;21;3;665
2022;CH DU HAUT BUGEY - GEOVREISSET;1;PUBLIC;010005239;010008407;01283;OYONNAX;01108;1 RTE DE VEYZIAT;17;3;619
2017;CH SAINT-QUENTIN;2b;PUBLIC;020000162;020000063;02691;SAINT-QUENTIN;02321;1 R MICHEL DE L'HOSPITAL;18;4;1266
2018;CH LAON;2b;PUBLIC;020000394;020000253;02408;LAON;02001;33 R MARCELIN BERTHELOT;20;3;841
2020;CH SOISSONS;2b;PUBLIC;020000519;020000261;02722;SOISSONS;02209;46 AV DU GÉNÉRAL DE GAULLE;21;3;1035
2014;CH CHAUNY;1;PUBLIC;020000535;020000287;02173;CHAUNY;02303;94 R DES ANCIENS COMBATTANTS AFN TOM;16;3;711
2022;CH CHÂTEAU-THIERRY;2a;PUBLIC;020001061;020004404;02168;CHATEAU THIERRY;02400;RTE DE VERDILLY;15;3;621
2022;CH DE MOULINS;2a;PUBLIC;030000061;030780092;03190;MOULINS;03006;10 AV DU GENERAL DE GAULLE;20;4;964
2023;CH DE MOULINS;2a;PUBLIC;030000061;030780092;03190;MOULINS;03006;10 AV DU GENERAL DE GAULLE;20;4;912
2014;CENTRE HOSPITALIER DE MONTLUCON;2b;PUBLIC;030000079;030780100;03185;MONTLUCON;03109;18 AV DU 8 MAI 1945;24;3;1178
2014;CH JACQUES LACARIN VICHY;2a;PUBLIC;030000087;030780118;03310;VICHY;03201;BD DENIERE;24;0;1168
2018;CH JACQUES LACARIN VICHY;2a;PUBLIC;030000087;030780118;03310;VICHY;03201;BD DENIERE;18;3;1026
2021;CH JACQUES LACARIN VICHY;2a;PUBLIC;030000087;030780118;03310;VICHY;03201;BD DENIERE;18;3;1043
2017;CH DES ESCARTONS DE BRIANCON;1;PUBLIC;050000231;050000116;05023;BRIANCON;05105;24 AV ADRIEN DAURELLE;9;2;366
2015;SITE DE GAP;2a;PUBLIC;050000348;050002948;05061;GAP;05007;1 PL AUGUSTE MURET;22;3;1011
2021;CHI DES ALPES DU SUD SITE DE GAP;2a;PUBLIC;050000348;050002948;05061;GAP;05007;1 PL AUGUSTE MURET;16;4;1011
2021;CENTRE HOSPITALIER DE GRASSE;2b;PUBLIC;060000478;060780897;06069;GRASSE;06135;CHE DE CLAVARY;32;6;1981
2016;CH PIERRE NOUVEAU CANNES;2a;PUBLIC;060000544;060780988;06029;CANNES;06414;15 AV DES BROUSSAILLES;28;4;1481
2014;POLYCLINIQUE SAINT JEAN;1;PRIVE LUCRATIF;060780517;060000239;06027;CAGNES-SUR-MER;06800;92 AV DU DOCTEUR MAURICE DONAT;21;5;1091
2013;CLINIQUE SAINT GEORGE;1;PRIVE LUCRATIF;060780715;060000361;06088;NICE;06105;2 AV DE RIMIEZ;34;6;1821
2018;CHU DE NICE HOPITAL DE L'ARCHET;3;PUBLIC;060789195;060785011;06088;NICE;06200;151 RTE SAINT ANTOINE DE GINESTIERE;59;9;3207
2016;CH D'ARDÈCHE NORD;2a;PUBLIC;070000179;070780358;07010;ANNONAY;07103;R DU BON PASTEUR;19;3;682
2021;CH ARDECHE NORD;2a;PUBLIC;070000179;070780358;07010;ANNONAY;07103;R DU BON PASTEUR;17;3;696
2015;HPDA CLINIQUE PASTEUR;1;PRIVE LUCRATIF;070780424;070000245;07102;GUILHERAND-GRANGES;07500;294 BD GENERAL DE GAULLE;26;4;1161
2016;HOPITAL MANCHESTER - CH CHARLEVILLE;2b;PUBLIC;080000425;080000615;08105;CHARLEVILLE-MEZIERES;08011;45 AV DE MANCHESTER;26;6;1469
2021;CH CHARLEVILLE - HOPITAL MANCHESTER;2b;PUBLIC;080000425;080011174;08105;CHARLEVILLE MEZIERES;08011;45 AV DE MANCHESTER;26;6;1328
2016;CH INTERCOMMUNAL DU VAL D'ARIEGE;2a;PUBLIC;090000175;090781774;09122;FOIX;09017;CHE DE BARRAU;25;2;962
2017;CH ARIEGE COUSERANS SITE ST LIZIER;1;PUBLIC;090000183;090781816;09268;SAINT-LIZIER;09190;;4;2;183
2021;CENTRE HOSPITALIER DE ROMILLY/SEINE;1;PUBLIC;100000199;100006279;10323;ROMILLY SUR SEINE;10105;AV PAUL V COUTURIER;18;2;413
2016;CH CARCASSONNE;2a;PUBLIC;110000023;110780061;11069;CARCASSONNE;11010;1060 CHE DE LA MADELEINE;39;5;1669
2017;CH NARBONNE HOTEL DIEU;1;PUBLIC;110000056;110780137;11262;NARBONNE;11108;BD DOCTEUR LACROIX;15;4;824
2013;POLYCLINIQUE LE LANGUEDOC;1;PRIVE LUCRATIF;110780228;110000114;11262;NARBONNE;11108;12 AV DE LA COTE DES ROSES;32;3;713
2013;CH PIERRE DELPECH DECAZEVILLE;1;PUBLIC;120000070;120780085;12089;DECAZEVILLE;12300;60 AV PROSPER-ALFARIC;15;2;296
2023;CH EMILE BOREL ST AFFRIQUE;1;PUBLIC;120004668;120004619;12208;SAINT AFFRIQUE;12402;88 AV DR LUCIEN GALTIER;6;2;147
2014;SITE D'AIX EN PROVENCE;2b;PUBLIC;130000409;130041916;13001;AIX-EN-PROVENCE;13616;AV DES TAMARIS;39;5;1900
2013;CLINIQUE DE VITROLLES;1;PRIVE LUCRATIF;130008253;130001084;13117;VITROLLES;13741;R BEL AIR LA TUILIERE II;32;4;1535
2015;HOPITAL DE LA CONCEPTION;3;PUBLIC;130783236;130786049;13055;MARSEILLE 05EME;13385;147 BD BAILLE;62;5;2819
2017;APHM HOPITAL DE LA CONCEPTION;3;PUBLIC;130783236;130786049;13055;MARSEILLE 05EME;13005;147 BD BAILLE;62;5;2920
2020;APHM HOPITAL DE LA CONCEPTION;3;PUBLIC;130783236;130786049;13055;MARSEILLE 5E ARRONDISSEMENT;13005;147 BD BAILLE;62;5;2416
2021;APHM HOPITAL DE LA CONCEPTION;3;PUBLIC;130783236;130786049;13055;MARSEILLE 5E ARRONDISSEMENT;13005;147 BD BAILLE;53;5;2380
2022;CLINIQUE BOUCHARD;2a;PRIVE LUCRATIF;130783327;130001415;13055;MARSEILLE 6E ARRONDISSEMENT;13006;77 R DU DOCTEUR ESCAT;38;5;1763
2018;HOPITAL PRIVE BEAUREGARD VERT COTEAU;2a;PRIVE LUCRATIF;130784713;130038847;13055;MARSEILLE 12EME;13012;12 IMP DU LIDO;37;8;2213
2013;HOPITAL ST JOSEPH;2b;PRIVE NON LUCRATIF;130785652;130014228;13055;MARSEILLE 08EME;13008;26 BD DE LOUVAIN;83;10;4394
2018;HOPITAL SAINT JOSEPH;2b;PRIVE NON LUCRATIF;130785652;130014228;13055;MARSEILLE 08EME;13008;26 BD DE LOUVAIN;80;10;4823
2020;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX EN PROVENCE;13080;RTE DEPARTEMENTALE 14;62;7;2737
2021;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX EN PROVENCE;13080;RTE DEPARTEMENTALE 14;62;7;2846
2018;CENTRE HOSPITALIER DE LISIEUX;2b;PUBLIC;140000027;140000035;14366;LISIEUX;14107;4 R ROGER AINI;32;4;1371
2017;CHU COTE DE NACRE - CAEN;3;PUBLIC;140000209;140000100;14118;CAEN;14033;AV COTE DE NACRE;70;7;3078
2021;CENTRE HOSPITALIER - AUNAY-BAYEUX;1;PUBLIC;140024886;140000092;14047;BAYEUX;14400;13 RUE DE NESMOND;16;3;480
2023;CENTRE HOSPITALIER - AUNAY-BAYEUX;1;PUBLIC;140024886;140000092;14047;BAYEUX;14400;13 RUE DE NESMOND;16;3;396
2014;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;1;PUBLIC;140026410;140026279;14202;CRICQUEBOEUF;14113;RTE DEPARTEMENTALE 62;20;4;404
2023;CH DE SAINT-FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT FLOUR;15102;AV DOCTEUR MALLET;15;2;217
2021;CENTRE HOSPITALIER D'ANGOULEME;2b;PUBLIC;160000253;160000451;16015;ANGOULEME;16000;RPT DE GIRAC;25;5;1378
2023;CENTRE HOSPITALIER D'ANGOULEME;2b;PUBLIC;160000253;160000451;16015;ANGOULEME;16000;RPT DE GIRAC;25;5;1335
2013;CENTRE CLINICAL SA;1;PRIVE LUCRATIF;160013207;160001632;16374;SOYAUX;16800;2 CHE DE FREGENEUIL;40;6;1104
2016;CTRE HOSP. DE SAINTONGE - SAINTES;2b;PUBLIC;170000103;170780175;17415;SAINTES;17108;11 BD AMBROISE PARE;32;4;1460
2021;CENTRE HOSPITALIER ROCHEFORT;2a;PUBLIC;170000152;170780225;17299;ROCHEFORT;17301;1 AV BELIGON;18;3;1150
2018;CH DE VIERZON;1;PUBLIC;180000200;180000051;18279;VIERZON;18102;33 R LEO MERIGOT;15;3;432
2022;HOPITAL LE BOCAGE CHRU DIJON;3;PUBLIC;210987558;210780581;21231;DIJON;21079;1 BD JEANNE D ARC;64;8;3096
2013;CTRE HOSPITALIER DINAN;2a;PUBLIC;220000095;220000046;22050;DINAN;22101;74 R CHATEAUBRIAND;16;3;809
2021;CH ARIEGE COUSERANS SITE ST LIZIER;1;PUBLIC;090000183;090781816;09268;SAINT LIZIER;09190;;4;2;176
2019;CENTRE HOSPITALIER DE TROYES;3;PUBLIC;100000090;100000017;10387;TROYES;10003;101 AV ANATOLE FRANCE;45;5;2142
2017;CENTRE HOSPITALIER DE ROMILLY/SEINE;1;PUBLIC;100000199;100006279;10323;ROMILLY-SUR-SEINE;10105;AV PAUL V COUTURIER;18;3;440
2020;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;1;PRIVE LUCRATIF;100010818;100010792;10387;TROYES;10000;4 R CHAIM SOUTINE;15;2;414
2015;C.H. DE RODEZ -HOPITAL JACQUES PUEL-;2b;PUBLIC;120000039;120780044;12202;RODEZ;12027;AV DE L'HOPITAL;19;3;1206
2018;CH VILLEFRANCHE ROUERG SITE CHARTREUSE;1;PUBLIC;120000054;120780069;12300;VILLEFRANCHE-DE-ROUERGUE;12200;AV CAYLET;12;3;539
2022;CH VILLEFRANCHE SITE CHARTREUSE;1;PUBLIC;120000054;120780069;12300;VILLEFRANCHE DE ROUERGUE;12200;AV CAYLET;12;3;383
2019;CH MILLAU;1;PUBLIC;120004569;120004528;12145;MILLAU;12101;265 BD ACHILLE SOUQUES;12;2;302
2020;CH EMILE BOREL ST AFFRIQUE;1;PUBLIC;120004668;120004619;12208;SAINT AFFRIQUE;12402;88 AV DR LUCIEN GALTIER;6;2;158
2018;CH JOSEPH IMBERT D'ARLES;1;PUBLIC;130002827;130789274;13004;ARLES;13637;QUA FOURCHON;20;3;899
2017;CH DE MARTIGUES HOPITAL DES RAYETTES;2b;PUBLIC;130002835;130789316;13056;MARTIGUES;13698;3 BD DES RAYETTES;38;5;1872
2020;CH DE MARTIGUES HOPITAL DES RAYETTES;2b;PUBLIC;130002835;130789316;13056;MARTIGUES;13698;3 BD DES RAYETTES;37;5;1802
2017;HOPITAL PRIVE LA CASAMANCE;1;PRIVE LUCRATIF;130781479;130000599;13005;AUBAGNE;13675;33 BD DES FARIGOULES;15;3;428
2018;CLINIQUE BOUCHARD;2a;PRIVE LUCRATIF;130783327;130001415;13055;MARSEILLE 06EME;13006;77 R DU DOCTEUR ESCAT;40;5;1901
2015;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX-EN-PROVENCE;13081;RTE DEPARTEMENTALE 14;62;7;2597
2022;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX EN PROVENCE;13080;RTE DEPARTEMENTALE 14;62;7;2718
2019;CHU COTE DE NACRE - CAEN;3;PUBLIC;140000209;140000100;14118;CAEN;14033;AV COTE DE NACRE;72;7;2947
2023;CHU COTE DE NACRE - CAEN;3;PUBLIC;140000209;140000100;14118;CAEN;14033;AV COTE DE NACRE;72;7;3168
2013;POLYCLINIQUE DU PARC - CAEN;2a;PRIVE LUCRATIF;140016759;140003146;14118;CAEN;14052;20 AV CAPITAINE GEORGES GUYNEMER;44;8;1990
2017;POLYCLINIQUE DU PARC - CAEN;2a;PRIVE LUCRATIF;140016759;140003146;14118;CAEN;14052;20 AV Capitaine Georges Guynemer;44;5;1820
2019;CENTRE HOSPITALIER DE SAINT-FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT-FLOUR;15102;AV DOCTEUR MALLET;15;2;245
2021;CH DE SAINT-FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT FLOUR;15102;AV DOCTEUR MALLET;15;2;223
2016;HOPITAL SAINT-LOUIS - LA ROCHELLE;2b;PUBLIC;170000087;170024194;17300;LA ROCHELLE;17019;R DU DR SCHWEITZER;30;5;1663
2018;CTRE HOSP. DE SAINTONGE - SAINTES;2b;PUBLIC;170000103;170780175;17415;SAINTES;17108;11 BD AMBROISE PARE;24;4;1419
2013;CLINIQUE DU MAIL SAS;1;PRIVE LUCRATIF;170780613;170000277;17300;LA ROCHELLE;17087;96 ALL DU MAIL;18;0;618
2020;CH SAINT AMAND-MONTROND;1;PUBLIC;180000283;180000069;18197;SAINT AMAND MONTROND;18206;44 AV JEAN JAURES;15;2;309
2015;HOPITAL YVES LE FOLL;3;PUBLIC;220000012;220000020;22278;SAINT-BRIEUC;22027;;34;5;2167
2021;CENTRE HOSPITALIER YVES LE FOLL;3;PUBLIC;220000012;220000020;22278;SAINT BRIEUC;22023;10 R MARCEL PROUST;34;5;2048
2019;CTRE HOSPITALIER DINAN;2a;PUBLIC;220000095;220000046;22050;DINAN;22101;74 R CHATEAUBRIAND;13;3;462
2022;CENTRE HOSPITALIER GUINGAMP;1;PUBLIC;220000343;220000079;22070;GUINGAMP;22200;17 R DE L'ARMOR;10;3;453
2013;CLINIQUE DE MONTBELIARD;1;PRIVE LUCRATIF;250011723;250017126;25388;MONTBELIARD;25205;11 AV LEON BLUM;19;3;640
2023;POLYCLINIQUE DE FRANCHE COMTE;1;PRIVE LUCRATIF;250011848;690046347;25056;BESANCON;25052;4 R AUGUSTE RODIN;24;6;816
2018;CH BERNAY;1;PUBLIC;270000045;270000060;27056;BERNAY;27303;5 R ANNE DE TICHEVILLE;13;2;316
2015;CH DREUX;2a;PUBLIC;280000084;280000183;28134;DREUX;28102;44 AV PRESIDENT JOHN-FIT- KENNEDY;28;4;1530
2021;CH DREUX;2a;PUBLIC;280000084;280000183;28134;DREUX;28102;44 AV PRESIDENT JOHN-FIT- KENNEDY;20;4;1266
2013;CH CHATEAUDUN;1;PUBLIC;280000662;280500075;28088;CHATEAUDUN;28205;RTE JALLANS;15;2;488
2015;CH CHATEAUDUN;1;PUBLIC;280000662;280500075;28088;CHATEAUDUN;28205;RTE JALLANS;15;2;410
2016;CH CHATEAUDUN;1;PUBLIC;280000662;280500075;28088;CHATEAUDUN;28205;RTE JALLANS;15;2;427
2016;C.H. DES PAYS DE MORLAIX;2a;PUBLIC;290000033;290021542;29151;MORLAIX;29672;15 R KERSAINT GILLY;23;5;593
2021;C.H. DES PAYS DE MORLAIX;2a;PUBLIC;290000033;290021542;29151;MORLAIX;29672;15 R KERSAINT GILLY;19;3;608
2013;Clinique PASTEUR-LANROZE;1;PRIVE LUCRATIF;290000140;290000447;29019;BREST;29229;32 R AUGUSTE KERVERN;23;4;851
2015;CH FERDINAND GRALL LANDERNEAU;1;PUBLIC;290000173;290000041;29103;LANDERNEAU;29207;1 RTE DE PENCRAN;18;1;640
2015;POLYCLINIQUE DU SUD DE LA CORSE;1;PRIVE LUCRATIF;2A0000154;2A0000204;2A247;PORTO-VECCHIO;20538;R DU DOCTEUR JOURDAN;8;2;253
2020;CLINIQUE DU SUD DE LA CORSE;1;PRIVE LUCRATIF;2A0000154;2A0000204;2A247;PORTO VECCHIO;20538;R DU DOCTEUR JOURDAN;8;2;211
2021;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;22;3;1013
2016;POLYCLINIQUE LA RESIDENCE MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;13 RUE MARCEL PAUL;16;2;601
2020;POLYCLINIQUE LA RESIDENCE MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;RTE USINE A GAZ;16;2;482
2021;CH ALES CEVENNES;2a;PUBLIC;300000023;300780046;30007;ALES;30103;811 AV DR JEAN GOUBERT;30;3;1127
2020;CH LOUIS PASTEUR;2a;PUBLIC;300000031;300780053;30028;BAGNOLS SUR CEZE;30205;AV ALPHONSE DAUDET;21;3;771
2015;POLYCLINIQUE KENVAL;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;AV KENNEDY;24;3;1085
2016;POLYCLINIQUE KENNEDY;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;AV KENNEDY;24;3;1058
2019;POLYCL KENNEDY;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;125 AV KENNEDY;23;3;997
2020;CHU NIMES CAREMEAU;3;PUBLIC;300782117;300780038;30189;NIMES;30029;PL DU PROFESSEUR ROBERT DEBRE;38;5;2181
2018;POLYCL GRAND SUD;1;PRIVE LUCRATIF;300788502;300017985;30189;NIMES;30932;350 AV ST ANDRE DE CODOLS;33;4;1395
2023;POLYCLINIQUE GRAND SUD NIMES;2a;PRIVE LUCRATIF;300788502;300017985;30189;NIMES;30932;350 AV ST ANDRE DE CODOLS;40;6;1604
2015;HOPITAL  DES ENFANTS  CHU TLSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV Grande-Bretagne;109;9;4863
2016;HOPITAUX MERE & ENFANTS CHU TLSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;109;9;4859
2019;HOPITAUX MERE & ENFANTS SITE VIGUIER;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;109;9;5017
2023;HOPITAUX MERE & ENFANTS CHU TOULOUSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;103;9;4844
2020;CL DE L'UNION;2a;PRIVE LUCRATIF;310780283;310000112;31488;SAINT JEAN;31240;BD DE RATALENS;21;4;948
2022;CL DE L'UNION SAINT JEAN;2a;PRIVE LUCRATIF;310780283;310000112;31488;SAINT JEAN;31240;BD DE RATALENS;21;4;792
2014;CLINIQUE AMBROISE PARE;2b;PRIVE LUCRATIF;310780382;310000179;31555;TOULOUSE;31082;387 RTE DE SAINT SIMON;69;0;3736
2014;HOPITAL JOSEPH DUCUING;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R DE VARSOVIE;39;5;2332
2019;HOPITAL JOSEPH DUCUING;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R DE VARSOVIE;39;5;2430
2023;HOPITAL JOSEPH DUCUING TOULOUSE;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R DE VARSOVIE;37;6;2285
2013;CLINIQUE D'OCCITANIE;1;PRIVE LUCRATIF;310781505;310000492;31395;MURET;31605;20 AV BERNARD IV;20;3;526
2023;CL D'OCCITANIE MURET;1;PRIVE LUCRATIF;310781505;310000492;31395;MURET;31605;20 AV BERNARD IV;12;3;454
2013;CENTRE HOSPITALIER D'AUCH;2a;PUBLIC;320000086;320780117;32013;AUCH;32008;ALL MARIE CLARAC;24;4;936
2013;M.S.P.BX. BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;38;5;2272
2020;MSP BORDEAUX BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;38;6;2495
2023;CENTRE HOSPITALIER D'ARCACHON;2a;PUBLIC;330000555;330781204;33529;LA TESTE DE BUCH;33164;AV JEAN HAMEAU;18;3;974
2023;CH DE LA HAUTE GIRONDE;1;PUBLIC;330000571;330781220;33058;BLAYE;33394;97 R DE L'HOPITAL;11;2;303
2022;CH SUD GIRONDE - SITE LANGON;1;PUBLIC;330000589;330027509;33227;LANGON;33212;R PAUL LANGEVIN;18;4;716
2015;POLYCLINIQUE BORDEAUX RIVE DROITE;1;PRIVE LUCRATIF;330780263;330000134;33249;LORMONT;33310;24 R DES CAVAILLES;31;6;1433
2021;POLYCLINIQUE BORDEAUX RIVE DROITE;1;PRIVE LUCRATIF;330780263;330000134;33249;LORMONT;33310;24 R DES CAVAILLES;30;6;1453
2017;POLYCLIN BORDEAUX-NORD AQUITAINE;2a;PRIVE LUCRATIF;330780479;330000274;33063;BORDEAUX;33300;15 R CLAUDE BOUCHER;46;7;2709
2014;CHU PELLEGRIN;3;PUBLIC;330781360;330781196;33063;BORDEAUX;33076;PL AMELIE RABA LEON;72;13;5283
2016;GROUPE HOSPITALIER PELLEGRIN - CHU;3;PUBLIC;330781360;330781196;33063;BORDEAUX;33076;PL AMELIE RABA LEON;72;13;5332
2015;POLYCLINIQUE JEAN VILLAR;1;PRIVE LUCRATIF;330782582;330000928;33075;BRUGES;33523;56 AV MARYSE BASTIE;25;4;909
2021;CH BEZIERS;2b;PUBLIC;340000033;340780055;34032;BEZIERS;34525;2 R VALENTIN HAUY;25;3;1402
2019;HOPITAL ST CLAIR HBT SETE;2a;PUBLIC;340000223;340011295;34301;SETE;34207;BD CAMILLE BLANC;19;3;576
2020;HOPITAL ST CLAIR HBT SETE;2a;PUBLIC;340000223;340011295;34301;SETE;34207;BD CAMILLE BLANC;18;3;551
2015;POLYCLINIQUE CHAMPEAU;1;PRIVE LUCRATIF;340009885;340009877;34032;BEZIERS;34535;32 AV ENSEIGNE ALBERTINI;32;4;1505
2019;POLYCL CHAMPEAU;1;PRIVE LUCRATIF;340009885;340009877;34032;BEZIERS;34535;32 AV ENSEIGNE ALBERTINI;32;4;1409
2021;POLYCL ST ROCH;2a;PRIVE LUCRATIF;340022979;340000306;34172;MONTPELLIER;34075;560 AV DU COLONEL ANDRE PAVELET;71;10;3520
2019;CL CLEMENTVILLE;2a;PRIVE LUCRATIF;340780675;340000298;34172;MONTPELLIER;34000;25 R DE CLEMENTVILLE;39;7;1920
2021;CL ST LOUIS;1;PRIVE LUCRATIF;340780717;340023225;34111;GANGES;34190;13 PL JOSEPH BOUDOURESQUES;10;2;301
2013;POLYCLINIQUE SAINTE THERESE;1;PRIVE LUCRATIF;340780741;340000348;34301;SETE;34200;6 DU MAS COULET;26;2;421
2013;CENTRE HOSPITALIER SAINT-MALO;2a;PUBLIC;350000147;350000022;35288;SAINT-MALO;35403;1 R DE LA MARNE;24;4;1347
2014;CENTRE HOSPITALIER SAINT-MALO;2a;PUBLIC;350000147;350000022;35288;SAINT-MALO;35403;1 R DE LA MARNE;24;4;1374
2017;C.H FOUGERES;2a;PUBLIC;350000154;350000030;35115;FOUGERES;35305;133 R DE LA FORET;14;4;795
2021;C.H FOUGERES;2a;PUBLIC;350000154;350000030;35115;FOUGERES;35305;133 R DE LA FORET;14;4;688
2015;CENTRE HOSPITALIER DE VITRE;1;PUBLIC;350000188;350000055;35360;VITRE;35506;30 RTE DE RENNES;18;2;730
2021;CH DU CHINONAIS;1;PUBLIC;370000531;370000606;37210;SAINT BENOIT LA FORET;37500;28 RTE DEPARTEMENTALE 751;12;3;621
2013;C.H.R.U. BRETONNEAU;3;PUBLIC;370000861;370000481;37261;TOURS;37044;2 BD TONNELLE;70;7;3565
2014;C.H.R.U. BRETONNEAU;3;PUBLIC;370000861;370000481;37261;TOURS;37044;2 BD TONNELLE;70;7;3674
2016;CH PIERRE OUDOT BOURGOIN JALLIEU;1;PUBLIC;380000034;380780049;38053;BOURGOIN-JALLIEU;38302;30 AV DU MÉDIPÔLE;31;1;1294
